validated	event	event_label	time	line_id	landmark_label	landmark_type	relatum_label	relatum_type	relation_type	change_type	change_on	attribute_type	outdates	makes_effective
X	390	rue péclet || Classement || Décret du 23 mai 1863, entre les rues Mademoiselle et Petel (A)	1863-05-23	12718_classement_1	Rue Péclet	thoroughfare				classement	landmark			
X	391	rue péclet || Classement || Précédemment voie de l'ancienne commune de Vaugirard dans cette partie		12718_classement_2	Rue Péclet	thoroughfare				classement	landmark			
	392	rue péclet || Dénomination || Décret du 24 août 1864, partie A	1864-08-24	12718_dénomination	Rue Péclet	thoroughfare				attribute_version_transition	attribute	name		rue Péclet
	393	rue péclet || Historique || Précédemment partie de la descente de la Sablonnière et antérieurement partie de la rue du Perroquet dans le tronçon A		12718_historique_1	Rue Péclet	thoroughfare								
X	394	rue péclet || Historique || La partie C ouverte vers 1866 lors de la construction de la mairie du XVe arrondissement a été élargie par la Ville de Paris du côté pair en 1902	1866	12718_historique_2	Rue Péclet	thoroughfare				attribute_version_transition	attribute	geometry		
X	395	rue péclet || Historique || Le tronçon de la rue Petel compris entre l'actuelle rue Péclet et la rue Lecourbe faisait partie avant 1873 de la rue Péclet	1873	12718_historique_3	Rue Petel	thoroughfare				attribute_version_transition	attribute	geometry		
X	395	rue péclet || Historique || Le tronçon de la rue Petel compris entre l'actuelle rue Péclet et la rue Lecourbe faisait partie avant 1873 de la rue Péclet	1873	12718_historique_3	Rue Péclet	thoroughfare				attribute_version_transition	attribute	geometry		
X	396	rue péclet || Ouverture || Décret du 23 septembre 1875 (UP), entre les rues Petel et Lecourbe (B)	1875-09-23	12718_ouverture_1	Rue Péclet	thoroughfare				attribute_version_transition	attribute	geometry		
X	397	rue péclet || Ouverture || Partie C ouverte vers 1866	1866	12718_ouverture_2	Rue Péclet	thoroughfare				attribute_version_transition	attribute	geometry		
X	398	rue perdonnet || Dénomination || Décret du 10 août 1868	1868-08-10	12738_dénomination	Rue Perdonnet	thoroughfare				attribute_version_transition	attribute	name		rue Perdonnet
X	399	rue perdonnet || Numérotation || Arrêté du 25 août 1879, entre la rue Louis Blanc et le boulevard de la Chapelle	1879-08-25	12738_numérotation	Rue Perdonnet	thoroughfare				numerotation	landmark			
X	400	rue perdonnet || Ouverture || Arrêté du 17 septembre 1866	1866-09-17	12738_ouverture	Rue Perdonnet	thoroughfare				attribute_version_transition	attribute	geometry		
X	401	cour des petites écuries || Classement || Arrêté municipal du 16 décembre 1993 (partie A, et partie B entre les numéros 11 et 21 compris)	1993-12-16	12781_classement_1	Cour des Petites Écuries	thoroughfare				classement	landmark			
	402	cour des petites écuries || Classement || Le sol de voie au droit des numéros 21-23 et 26-28 n'a pas été classé		12781_classement_2	Cour des Petites Écuries	thoroughfare				classement	landmark			
A	403	cour des petites écuries || Dénomination || Arrêté municipaldu 22 janvier 2001 (partie B)	2001-01-22	12781_dénomination	Cour des Petites Écuries	thoroughfare				attribute_version_transition	attribute	name		cour des Petites Écuries
	404	cour des petites écuries || Historique || Située sur l'emplacement qu'occupaient les petites écuries royales, dans la 2ème partie du XVIIIème siècle		12781_historique_1	Cour des Petites Écuries	thoroughfare								
	405	cour des petites écuries || Historique || Voie composée de 2 tronçons: le tronçon (partie B) qui est compris entre le 11, cour des Petites Ecuries et le 18, rue d'Enghien, en prolongement du passage des Petites Ecuries, était dénommé précédemment passage des Petites Ecuries		12781_historique_2	Cour des Petites Écuries	thoroughfare								
X	406	cour des petites écuries || Historique || Il a été dénommé cour des Petites Ecuries par arrêté de dénomination du 22 janvier 2001	2001-01-22	12781_historique_3	Cour des Petites Écuries	thoroughfare				attribute_version_transition	attribute	name		cours des Petites Écuries
X	407	rue philippe de girard || Classement || Décret du 23 mai 1863, partie B	1863-05-23	12815_classement_1	Rue Philippe de Girard	thoroughfare				classement	landmark			
X	408	rue philippe de girard || Classement || Précédemment voie de l'ancienne commune de la Chapelle dans cette partie		12815_classement_2	Rue Philippe de Girard	thoroughfare				classement	landmark			
X	409	rue philippe de girard || Dénomination || Décret du 2 octobre 1865	1865-10-02	12815_dénomination	Rue Philippe de Girard	thoroughfare				attribute_version_transition	attribute	name		rue Philippe de Girard
A	410	rue philippe de girard || Historique || Précédemment rue de la Chapelle dans la partie A et rue de Chabrol dans la partie B		12815_historique_1	Rue Philippe de Girard	thoroughfare				attribute_version_transition	attribute	name		Rue Philippe de Girard
A	410	rue philippe de girard || Historique || Précédemment rue de la Chapelle dans la partie A et rue de Chabrol dans la partie B		12815_historique_1	Rue de la Chapelle	thoroughfare				attribute_version_transition	attribute	name		Rue Philippe de Girard
A	410	rue philippe de girard || Historique || Précédemment rue de la Chapelle dans la partie A et rue de Chabrol dans la partie B		12815_historique_1	Rue de Chabrol	thoroughfare				attribute_version_transition	attribute	name		Rue Philippe de Girard
	411	rue philippe de girard || Historique || Cette voie existait au XVIIe siècle		12815_historique_2	Rue Philippe de Girard	thoroughfare								
X	412	rue philippe de girard || Historique || elle a porté le nom de chemin des Potences		12815_historique_3	Rue Philippe de Girard	thoroughfare				attribute_version_transition	attribute	name	chemin des Potences	
X	413	rue philippe de girard || Numérotation || Arrêté du 4 septembre 1879, partie A	1879-09-04	12815_numérotation	Rue Philippe de Girard	thoroughfare				numerotation	landmark			
X	414	rue pierre chausson || Classement || Arrêté du 9 juin 1931	1931-06-09	12835_classement	Rue Pierre Chausson	thoroughfare				classement	landmark			
	415	rue pierre chausson || Historique || Cette voie a été dénommée rue Pierre Chausson par les propriétaires en 1897	1897	12835_historique_1	Rue Pierre Chausson	thoroughfare								
X	416	rue pierre chausson || Historique || C'était en 1896 la rue Prosper Chausson et antérieurement le passage Chausson	1896	12835_historique_2	Rue Pierre Chausson	thoroughfare				attribute_version_transition	attribute	name	rue Prosper Chausson	rue Pierre Chausson
X	417	rue pierre chausson || Ouverture || Ouverte en 1835	1835	12835_ouverture	Rue Pierre Chausson	thoroughfare				attribute_version_transition	attribute	geometry		
A	418	rue pierre reverdy || Dénomination || Arrêté municipal du 9 décembre 1985	1985-12-09	12871_dénomination	Rue Pierre Reverdy	thoroughfare				attribute_version_transition	attribute	name		rue Pierre Reverdy
X	419	rue pierre reverdy || Historique || Elle avait été provisoirement dénommée BV/19		12871_historique	Rue Pierre Reverdy	thoroughfare				attribute_version_transition	attribute	name	voie BV/19	rue Pierre Reverdy
X	420	avenue pierre ier de serbie || Dénomination || Délibération municipale du 14 juillet 1918	1918-07-14	12872_dénomination	Avenue Pierre Ier de Serbie	thoroughfare				attribute_version_transition	attribute	name		avenue Pierre Ier de Serbie
	421	avenue pierre ier de serbie || Historique || Précédemment partie de la rue Pierre Charron, plus anciennement partie de la rue de Morny		12872_historique	Avenue Pierre Ier de Serbie	thoroughfare								
X	422	avenue pierre ier de serbie || Numérotation || Arrêté du 29 septembre 1881	1881-09-29	12872_numérotation	Avenue Pierre Ier de Serbie	thoroughfare				numerotation	landmark			
A	423	place pigalle || Dénomination || Arrêté du 30 décembre 1864	1864-12-30	12880_dénomination	Place Pigalle	thoroughfare				attribute_version_transition	attribute	name		place Pigalle
X	424	place pigalle || Historique || Précédemment place de la Barrière Montmartre		12880_historique	Place Pigalle	thoroughfare				attribute_version_transition	attribute	name	place de la Barrière Montmartre	place Pigalle
A	425	place pigalle || Ouverture || Ordonnance du Bureau des Finances du 16 janvier 1789	1789-01-16	12880_ouverture	Place Pigalle	thoroughfare				attribute_version_transition	attribute	geometry		
X	426	rue de la pointe d'ivry || Classement || Décret du 23 mai 1863, dans la voirie parisienne	1863-05-23	12917_classement_1	Rue de la Pointe d'Ivry	thoroughfare				classement	landmark			
X	427	rue de la pointe d'ivry || Classement || Précédemment voie de la commune d'Ivry		12917_classement_2	Rue de la Pointe d'Ivry	thoroughfare	Ivry	municipality	within	classement	landmark			
X	428	rue de la pointe d'ivry || Numérotation || Arrêté du 28 août 1876	1876-08-28	12917_numérotation	Rue de la Pointe d'Ivry	thoroughfare				numerotation	landmark			
A	429	rue de poitou || Dénomination || Arrêté du 1er février 1877, réunissant la rue de l'Oseille à la rue de Poitou	1877-02	12928_dénomination	Rue de Poitou	thoroughfare				attribute_version_transition	attribute	name	rue de l’Oseille	rue de Poitou
A	429	rue de poitou || Dénomination || Arrêté du 1er février 1877, réunissant la rue de l'Oseille à la rue de Poitou	1877-02	12928_dénomination	Rue de l'Oseille	thoroughfare				attribute_version_transition	attribute	name	rue de l’Oseille	rue de Poitou
	430	rue de poitou || Historique || Précédemment rue de l'Oseille, entre les rues de Turenne et Vieille du Temple et rue de Poitou, entre les rues Vieille du Temple et Charlot		12928_historique	Rue de Poitou	thoroughfare								
X	431	rue de poitou || Numérotation || Arrêté du 19 mai 1877, entre la rue Vieille du Temple et la rue Charlot	1877-05-19	12928_numérotation	Rue de Poitou	thoroughfare				numerotation	landmark			
X	432	rue de poitou || Ouverture || Ouverte vers 1626	1626	12928_ouverture	Rue de Poitou	thoroughfare				attribute_version_transition	attribute	geometry		
X	433	avenue de la porte d'aubervilliers || Classement || Arrêté du 11 octobre 1932, depuis les boulevards Ney et Macdonald jusqu'à la rue Charles Hermite (A)	1932-10-11	12962_classement	Avenue de la Porte d'Aubervilliers	thoroughfare				classement	landmark			
X	434	avenue de la porte d'aubervilliers || Dénomination || Arrêté du 17 janvier 1931	1931-01-17	12962_dénomination	Avenue de la Porte d'Aubervilliers	thoroughfare				attribute_version_transition	attribute	name		avenue de la Porte d'Aubervilliers
	435	avenue de la porte d'aubervilliers || Historique || La partie A a été aménagée par la Ville de Paris sur l'emplacement des anciennes fortifications entre les bastions 31 et 32		12962_historique_1	Avenue de la Porte d'Aubervilliers	thoroughfare								
X	436	avenue de la porte d'aubervilliers || Historique || Le surplus, précédemment partie de l'avenue Victor Hugo (RD n° 13), était situé autrefois sur le territoire d'Aubervilliers annexé à Paris par décret du 27 juillet 1930	1930-07-27	12962_historique_2	Avenue de la Porte d'Aubervilliers	thoroughfare				attribute_version_transition	attribute	geometry		
X	436	avenue de la porte d'aubervilliers || Historique || Le surplus, précédemment partie de l'avenue Victor Hugo (RD n° 13), était situé autrefois sur le territoire d'Aubervilliers annexé à Paris par décret du 27 juillet 1930	1930-07-27	12962_historique_2	Avenue Victor Hugo	thoroughfare	Aubervilliers	municipality	within	disapperance	landmark			
X	437	avenue de la porte d'aubervilliers || Numérotation || Arrêté du 30 août 1934	1934-08-30	12962_numérotation	Avenue de la Porte d'Aubervilliers	thoroughfare				numerotation	landmark			
X	438	place de la porte de versailles || Classement || Arrêté du 11 octobre 1932	1932-10-11	13008_classement	Place de la Porte de Versailles	thoroughfare				classement	landmark			
X	439	place de la porte de versailles || Dénomination || Arrêté du 11 avril 1932	1932-04-11	13008_dénomination	Place de la Porte de Versailles	thoroughfare				attribute_version_transition	attribute	name		place de la Porte de Versailles
	440	place de la porte de versailles || Historique || Aménagée par la Ville de Paris sur l'emplacement des anciennes fortifications entre les bastions 71 et 72		13008_historique	Place de la Porte de Versailles	thoroughfare								
X	441	boulevard de port-royal || Dénomination || Arrêté du 19 août 1864	1864-08-19	13016_dénomination	Boulevard de Port-Royal	thoroughfare				attribute_version_transition	attribute	name		boulevard de Port-Royal
	442	boulevard de port-royal || Historique || Les rues des Trois Couronnes Saint-Marcel, Cochin, des Bourguignons, des Capucins, de Port-Royal, des Charbonniers Saint-Marcel, des Cendriers, du Champs des Capucins, l'impasse Hautefort et le Champ des Capucins ont été absorbés ou supprimés par ce boulevard		13016_historique	Boulevard de Port-Royal	thoroughfare								
X	443	boulevard de port-royal || Numérotation || Arrêté du 26 août 1873	1873-08-26	13016_numérotation	Boulevard de Port-Royal	thoroughfare				numerotation	landmark			
X	444	boulevard de port-royal || Ouverture || Décret du 17 octobre 1857 (UP), le percement n'a eu lieu qu'en 1866	1857-10-17	13016_ouverture	Boulevard de Port-Royal	thoroughfare				attribute_version_transition	attribute	geometry		
X	445	passage du poteau || Dénomination || Arrêté du 10 novembre 1873	1873-11-10	13023_dénomination	Passage du Poteau	thoroughfare				attribute_version_transition	attribute	name		passage du Poteau
X	446	passage du poteau || Historique || Précédemment passage Lécuyer		13023_historique_1	Passage du Poteau	thoroughfare				attribute_version_transition	attribute	name	passage Lécuyer	passage du Poteau
